,date,open,high,low,close,volume,tic,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,sentiment
19,2020-01-30,42.16,43.39,41.2,42.72,439876950.0,TSLA,19,1.3300531492595908,42.04468620882206,27.628313791177945,83.4003258448283,174.90568884864945,69.89750467128398,34.8365,34.8365,0.0
19,2020-01-30,195.1,199.41,194.45,199.13,9209518.0,V,19,1.9509157267648902,203.4539381310271,177.06206186897288,74.4909436658285,88.64260098393981,39.178994653832895,190.25799999999998,190.25799999999998,0.0
19,2020-01-30,35.33,35.68,35.25,35.64,15433329.0,WMT,19,-0.027911581677706465,36.18886511736541,34.90913488263459,45.38713004497921,-2.6455026455014363,48.32772911946465,35.549,35.549,0.0
19,2020-01-30,47.93,48.75,47.66,48.69,19785025.0,XOM,19,-0.6843515908602598,54.491637010896056,47.86736298910395,21.375526690647604,-135.48120611317623,94.9216924438816,51.179500000000004,51.179500000000004,0.0
20,2020-01-31,77.37,77.79,74.32,74.61,210132916.0,AAPL,20,0.40709742215564404,79.16287865915778,71.5061213408422,52.063383055712144,17.687560896394952,0.9937099274899595,75.1952380952381,75.1952380952381,0.0
20,2020-01-31,63.91,64.05,63.03,63.5,18303894.0,ABBV,20,-0.8974752295272737,71.81180634016084,63.67619365983916,23.584511842999035,-182.2763795736768,70.44148290814634,67.81619047619047,67.81619047619047,0.0
20,2020-01-31,48.4,48.58,46.79,47.0,61620013.0,AMD,20,-0.12650567340677554,51.93569091273942,46.466809087260586,42.129115933174546,-101.10441767068302,20.785475135170365,49.19642857142857,49.19642857142857,0.0
20,2020-01-31,102.57,102.79,100.11,100.44,328441780.0,AMZN,20,0.23335287100276503,97.69502828889233,90.65997171110766,67.26692371714773,445.73871539216134,50.01081784143629,94.21190476190476,94.21190476190476,0.0
20,2020-01-31,26.97,27.01,26.07,26.2,24879150.0,AVGO,20,0.05864129338943158,27.77165736290423,25.57234263709578,41.937778958499834,-47.36789027833781,9.715965650342394,26.72,26.72,0.0
20,2020-01-31,28.38,28.47,28.02,28.17,61045843.0,BAC,20,-0.2947511216132632,30.78919035109697,28.01980964890302,29.603640233038448,-138.40128182303758,51.52897131410644,29.46047619047619,29.46047619047619,0.0
20,2020-01-31,118.7,119.74,115.79,116.51,7869690.0,CAT,20,-2.024734372178486,135.552066332551,117.72793366744904,18.83843744624626,-177.07240293809002,71.48962408445652,126.92380952380952,126.92380952380952,0.0
20,2020-01-31,281.93,282.5,278.28,279.16,2103247.0,COST,20,1.8003532969748903,290.86877301901046,263.55422698098954,63.2072370387779,38.62776154252317,7.123868472314417,276.69380952380953,276.69380952380953,0.0
20,2020-01-31,39.07,39.07,38.11,38.22,23643558.0,CSCO,20,-0.16655486264705388,41.210062218072565,38.430937781927426,33.05677324595514,-170.5072626956422,40.39360569729496,39.84142857142857,39.84142857142857,0.0
20,2020-01-31,83.19,83.34,80.61,81.17,15404400.0,CVX,20,-1.1581146533353461,92.57594766312397,81.33405233687603,15.602055917457491,-150.5658596962067,75.88921579420825,87.1952380952381,87.1952380952381,0.0
20,2020-01-31,61.09,61.38,59.46,59.99,10542455.0,GE,20,0.47238834968441523,61.352277030555655,53.87472296944435,56.89907595518074,149.5920420252597,30.711298618248833,57.607142857142854,57.607142857142854,0.0
20,2020-01-31,72.84,72.9,70.84,71.12,51651880.0,GOOG,20,0.25146157070443564,74.78897869295936,68.04302130704066,57.94651219858069,20.674921248791744,25.11567474329754,71.24428571428572,71.24428571428572,0.0
20,2020-01-31,72.79,72.88,70.77,71.05,48354560.0,GOOGL,20,0.2325603276499919,74.64811687097266,68.11988312902734,57.4421734704786,19.962377727615028,25.75797169155512,71.21666666666667,71.21666666666667,0.0
20,2020-01-31,200.02,200.25,195.66,195.84,5915053.0,HD,20,1.2540659376372503,204.80427496912887,185.98772503087116,58.2517002814592,34.723870532704034,11.972759703309784,195.07238095238097,195.07238095238097,0.0
